Column1,filename,raw_url,yahoo_image_url,title
10,プログラミング_11,https://startupcafe-ku.osaka/journal/column/2146/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8CuYLcN3JR4QlOXvPX1M4wPacb4VJfGsaclNhOdXtxNy4iZTldufLUyozbcCsSNUXUJBRM38RmxvkjS6CcQwYo8cNqOfIha6GvHaWkRMLG4ZeTOrB3z30hZWvUR5V8g70UvaIFq8rqx8tixUN4U3PyVmVndCl4wdjiK1L0oRgfrzyUFX3tJ_2FbORSufDRAFqFwLUoBlfpck-lOmldj_8YM_QD1P-o7YPgFUjfn8uOx2fn62KOG9FjXye8Hh0-JxiiVa1SNzepPeRw6UN5yHcex_L1j6sCFvO1gzH3JAxto-W6koB332LDAaVcLl8VibRTQQbzQ0p4caWkyaSELo94=/florian-olivo-4hbJ-eymZ1o-unsplash-1200-1024x683.jpg,わかりやすく解説！プログラミング言語の違い | スタートアップカフェ大阪
11,プログラミング_12,https://paiza.hatenablog.com/entry/2019/08/26/%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E5%88%9D%E5%BF%83%E8%80%85%E3%81%A7%E3%82%82%E7%B0%A1%E5%8D%98%E3%83%BBLinux%E3%81%A7%E3%82%B3%E3%83%9E%E3%83%B3%E3%83%89%E3%82%92%E8%87%AA,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7EWq3gkaBV51Iq32TvAcGrFGJLYXPsvUcTXV7P3YYThZwu87gLpK7_7hD_Dhrd1QvM-VbgpwC1BDQLp8EfHAaddirVLNHq5rRhAVhfukeLtgKbFdKLnjYh1HR3j2eFbeIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K3LPYaiWFDnDgCt8mYwHOM8rXtlr9p2afCkq4ShHrHpHtX1WWfel9hIslI8YIDsokLfZQoeTrl4eraK3Pf1Wf9C/20190717105101.png,プログラミング初心者でも簡単・Linuxでコマンドを自作する方法 ...
12,プログラミング_13,https://agent-network.com/column/skill400/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGySzTZyuHdktrm5L_ciN7EAUyVYb7S0vmRRLsBsRGJMYEIolV7w7X0Sxg62Biuln3A7mmYCC_K20jWG3seX6hOYu28Ih6NGg_RxfYihLcWPAiEYxhpzzBsAGauuufOdp4qcZOk3bg_pji5PjErLFEWa5lp4ZGKBw0V9Sep_-6o3tcl7O45TeZag4wH7o-xonh9kVfsUegLSKbRvIxE9Lgrc2geqClDk2DI3rHDESiJGYhX9VWoL6FaDVqMODFu8wcUUL3dvjq1hS6Av-ZhOIQ8ulvvEj0vJYE2D7aZ7s5E_i/5e50a2e42b9b1f1d475784af69a82ab2.jpg,稼げる】プログラミングでできることは？言語別の活用例・業界・職業 ...
13,プログラミング_14,https://yrm006.wordpress.com/2019/10/24/%E4%B8%AD%E5%AD%A6%E7%94%9F%E3%81%8C%E4%BD%9C%E3%81%A3%E3%81%9F%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E8%A8%80%E8%AA%9E%E3%80%8Cblawn%E3%80%8D%E3%81%A7-%CF%80-%E8%A8%88/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG0tBYwtu72lM_CB2IEbNVMwTi5Ti_zp0LlF5L3Z8Pzo39jiDeRn_0h4xutjn5yiPzZlX6BswKJv6C_51-Cpx7BF6W1hNTcgx-7M4SKpO_5FIbq3rakdq29TM0nYwe-ne6KPCyhegI00RTxCVaIG3YQ7-JsblGWJpaoPN5QlLwcxrd2U4cUFUkl97nzUO160yuj_QUXRm-jGOLxdB2E2Xpqo8Orlq0rQD9XfQofs1K4CLqWmG40Y5gx5mlp1om2Jt2Byb13W9-e2k3OPRudWKjdVmDUtR71t9e0VT0Ytbx8O0/screen-shot-2019-10-24-at-22.59.36.png,中学生が作ったプログラミング言語「Blawn」で π 計算！最新のC++を ...
14,プログラミング_15,https://game-creators.jp/media/career/017/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG9-2xpbIub15OzuFgOzDmFND6opmy6yiNoAZymZH5EPx9RxveRTCQBWTnue0EbUy-M1Tqi2ou81Ustthd9bWTnidfroFx1OrVAyfASvLEDvgLAHD5JCjpiUOTODuec_HAUqziG--IQu9-QD00MHIee-5yBl7y-V295AXd9OmbSTfCHT4POPSzuaXzIUQYTX30gzBQBN88TSEI4i_qt-tpo2seA5qgZZFmQWNekVAuJwAIJ1sesUzVFbNTsQncA5YMOK1TxxEBxhIvM91DnySMvA=/017.jpg,ゲームプログラマーにおすすめのプログラミング言語12選
15,プログラミング_16,https://www.whitebox.vision/%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E5%85%A5%E9%96%80%E8%80%85%E3%81%AF%E4%BA%8C%E5%BA%A6%E6%AD%BB%E3%81%AC/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG6t74THY_4ufB2lmXGrHfQ-xMwFiD4nFSIwgb1jsY1xS9RxveRTCQBWTnue0EbUy-DNvjAxkTiTXVh3qsveve_mlHLZV2ATyTTMoIllkqgzv8XpJFUiwn81vFiIu__54yf6M7eI3jAu3IdgPEpqqAGJOK6tGtIxl7D3ECeIUpqCfezd1rIcgSGdlK6Pl-2xm23EuPkwFcC2r_2Gtn_lsKM2mPXQlb0ZmJ2RhixDX6jrEmJ8yyenh3U3q2eE1Yt2IRnZITNIV6iKxHrsACqAWSKY=/3145985_s-1.jpg,プログラミング入門者は二度死ぬ ? WhiteBox
16,プログラミング_17,https://kidscodeclub.jp/cha3/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG5wS-TZAmLWobpP2csE5GCCDOAm5DpKgpUNULp4Tbdd79RxveRTCQBWTnue0EbUy-EIOVQ7cKOq4nF0OwAXNyrBX0-gKnSbp4KuB2RSCTsbowTKD2Bvh1DUWRdcfAg8xrMviI_Aq2JEKaeaQdv5YXmiB_0GGXnHU1dgclEeB1knOfLGb-WAst5Hz1zhmlUGE3ZgQJnQceWUss2W9DoaD8Ue7H-zZhKkpUUQTetK1mna4BPhpxPnhUrOEaMt4O3YlH6LlreSAez5y9HdVGWIde48=/06.png,無料でできる！子どもプログラミングのはじめかた | 一般社団法人Kids ...
17,プログラミング_18,https://toyokeizai.net/articles/-/150488,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzgbrsxmpZmVZTCEdr91bvEoDpVkjAdROTz4u5--6PLQ00ebCAw1_SB0VLxD7p5iAGfiL9omoN579UdEM8Q-eTB_vozyD-IcRtXM3ppUiWbr8KaFFVQLGjSsYAw9dmq3JCwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199I05JEdlIPxFX2U_COyTuuwkR6l5QUAT92ROe8WwsIbn-XdCeb4JMqaNcgYy2nW3ZOcAbp1YP_r3PFY4UIn6R4z/img_ba408321b68a93a9fb0115c10bbdce69472638.jpg,文系にプログラミングが必要な本質的な理由 | リーダーシップ・教養 ...
18,プログラミング_19,https://blog.codecamp.jp/programming_english,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2ZbYGCyLpR5USnqNmgnrubG2eS9ra12f_cClqxFaU7sMNf8ORNy0u0XHjK8-zSTk50_d6y5K5nCwBm5-1CFSJmb69QLS5rr-6JMDp12mdj5wrmuuG_AIgka-2fC1UpTQuNp5Tvy8XFA-aA_Q6SXSi60qeaHdT4k5p0Lfut2J8DV-QnTsSQmxyxkEmw4jAz1LADUvShlgE-rZtIhTc0QU2IyZnNEdiOtYSGUogUc1FfvMro5GnM9_s4WkPjSf8zf7MtHIBNcBJSWnjXMENmNoOT35BUeQx5wcXxBWaz8OJcuPrVvl87zL8_HmzJ6lEi2ZLjGM7uNgdeeVXLJEnoQagcQW9TQAPpuMB4eMXh_Cp_W8o6zQcPYl1uIAxkvjQDVUg==/1c25d2dc08dee3db6ace8c6cb5e1ee7a5b069790.33678.desktop.jpg,プログラミングに英語は必要なのか決着をつけようと思う | CodeCampus
19,プログラミング_20,https://programming-study.com/trouble/do-you-need-math-for-programmers/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGwaAr0Tx_u_eRyZl6ZrOB6kyEv4lWRyHrIdIIUF0Giop5b9UG-chcGcHJnagxcbw3fh8HklojGOTi59B7OJwvFZ_ti0_JQey08WVZBkeLTMr2y2BQhOO86lZl8x9gjlalCwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199Jyt9abUQ1xkpmz4r3SGMa8jRLzHrcRbOdaJF6j4GaZQZ37zhSbYJUCI5UXr8mOXPoJvRt5zZoJ3I4e-Vk69e9c/shutterstock_329205053.jpg,プログラマーに数学は必要？どんな知識がプログラミングに役立つのか ...
